month,fco2_mean,fco2_cells,fco2_sd_across_cells,fco2_halfhours,fco2_se_across_cells
2018-05,-0.778073330394462,48,0.9730034768548543,621,0.140440954821148
2018-06,-1.4517654486092881,48,2.0277962474347038,557,0.2926871773295348
2018-07,-1.0896328102956907,48,2.585257078296813,508,0.3731497175197626
2018-08,-0.695494837096196,48,2.860749371386714,513,0.412913604913543
2018-09,-0.7038415059982875,48,2.269663707653043,475,0.3275977381458521
2018-10,-0.476496696993747,48,0.9172423450082262,332,0.13239252870065576
2018-11,-0.5563420591520679,48,0.33870980376716403,586,0.04888854909553437
2018-12,-0.3337235904993121,48,0.20737626302125545,539,0.02993218531971512
2019-01,-0.25909291510416665,48,0.19515423282483677,504,0.028168087213728602
2019-02,-0.3455435721350409,48,0.27868770181807784,299,0.04022510491612635
2019-03,-0.20288900634583962,48,0.1889258277489547,600,0.027269094376932968
2019-04,-0.6355022568951602,48,0.5996297011990782,624,0.08654909235034568
2019-05,-1.1540291790223323,48,1.4475669459827438,597,0.2089382914832854
2019-06,-1.6886780421762355,48,2.3484999111636413,434,0.33897676397553517
2019-07,-1.174010175717488,48,2.4226271061868014,489,0.3496761029757585
2019-08,-1.039966131075911,48,2.071886611698498,487,0.2990510732486274
2019-09,-0.8985479651631065,48,1.9898551861857339,451,0.2872108568481766
2019-10,-0.5467088262173658,48,1.184790821547496,558,0.17100982493846117
2019-11,-0.5525958037474524,48,0.2339689614055939,652,0.033770510712384204
2019-12,-0.34077325711244777,48,0.25291343004581923,436,0.03650490922965633
2020-01,-0.4827268949476449,48,0.14734429344662198,475,0.021267316871240605
2020-02,-0.38598138860920533,48,0.145492210393487,601,0.02099999170891835
2020-03,-0.29685511981208473,48,0.13073313884753068,605,0.01886970322640664
2020-04,-0.6731386759965559,48,0.38496994548228797,800,0.05556562541352863
2020-05,-0.7575445416881608,48,1.1001015493577497,686,0.1587859814144053
2020-06,-1.3029578283193948,48,2.094649316663354,392,0.30233658670836333
2020-07,-0.8528300989201106,48,2.6952847726135296,516,0.38903084725278014
2020-08,-1.4444213407725028,48,2.7084096156130126,559,0.39092525516248594
2020-09,-1.1587505858307934,48,2.397537529949601,410,0.34605473457715813
2020-10,-0.19926017420126166,48,0.5627668995517328,558,0.081228405236801
2020-11,-0.48915082291892137,48,0.31772895422370295,386,0.0458602243125983
2020-12,-0.5077590733966878,48,0.18150388748503132,493,0.026197829574611597
2021-01,-0.556625546697367,46,0.30106617374567274,387,0.04438978558913212
2021-02,-0.639737478389319,48,0.21695970920000127,458,0.031315436627480916
2021-03,-0.6682454760327975,48,0.4703191057299878,658,0.06788471557455814
2021-04,-0.6729941668040196,48,0.6660415908952853,590,0.09613482294871989
2021-05,-0.729403319098349,48,1.2727106953848104,552,0.18369996564523403
2021-06,-0.9145256589167919,48,2.1904144439281907,515,0.31615909220969635
2021-07,-0.2688481344333537,48,2.6495955881783906,615,0.3824361815196097
2021-08,-0.10875972333842414,48,2.4512807409994686,547,0.3538118989188471
2021-09,-0.27552718260533726,48,2.273869467173356,431,0.328204787243652
2021-10,-0.22916921093572482,48,1.3452860293936,531,0.19417531280185946
2021-11,-0.29498041272837633,48,0.38033374561384414,588,0.05489644760301289
2021-12,-0.38745753012288636,48,0.17177248820514449,523,0.024793223076152997
2022-01,-0.6367744179670853,48,0.2985460562099413,526,0.04309141147957769
2022-02,-0.4098228738124723,48,0.37603371509033867,378,0.05427579165794552
2022-03,-0.29202631283675956,48,0.20334590967503338,782,0.029350453922372465
2022-04,-0.533056791595462,48,0.4100070836699404,592,0.05917942503162338
2022-05,-1.0223302559755232,48,1.5748626302082847,651,0.22731184087185882
2022-06,-1.8936119899266821,48,3.2389981500426788,695,0.46750911345796015
2022-07,-2.2561137688923565,48,4.265498241463,746,0.6156716394841346
2022-08,-1.6698799503701345,48,4.42575018389893,550,0.6388020150100208
2022-09,-1.3113884430394886,48,3.3538453729863575,500,0.4840858822285136
2022-10,-0.594230815262143,48,1.5845347935204273,608,0.2287078973948367
2022-11,-0.3151836671305359,48,0.4554542852316944,463,0.06573916354552184
2022-12,-0.489564100646511,48,0.17681440159192105,579,0.025520960588924554
2023-01,-0.23683995923091786,48,0.1404083519122882,563,0.020266199943257825
2023-02,-0.21155905158191482,48,0.15290889761984108,624,0.022070498300576044
2023-03,-0.3858673612316364,48,0.1794790986634376,580,0.025905576481811774
2023-04,-0.34540229310671694,48,0.26115908946833927,624,0.03769506765146581
2023-05,-0.9962000211333736,48,1.4814669727844048,608,0.21383133888315403
2023-06,-1.7184221382138851,48,3.675836318542305,738,0.5305612720018507
2023-07,-2.1616796028068137,48,3.867202105927009,725,0.5581825442169116
2023-08,-0.6601478104623976,48,3.5737229615786066,729,0.5158224784691388
2023-09,0.16820918160250944,48,2.255951785319756,583,0.3256185926332945
2023-10,-0.31857509761113584,48,1.3393671187883467,595,0.19332099164404637
2023-11,0.05232010671378542,48,0.5355060248498481,674,0.07729363689993156
2023-12,-0.009766995136692005,48,0.31041219747486076,420,0.04480414144296353
2024-01,-0.07591138394507743,48,0.2309870755821165,550,0.03334011256666485
2024-02,-0.3395512541636505,48,0.5891116304391549,716,0.08503093960419636
2024-03,-0.42922026090409987,48,0.8504529511045209,755,0.12275231006332671
2024-04,-0.2914046391285222,48,0.8040690791050622,633,0.11605737481709054
2024-05,-0.462627913604086,48,1.4057388864601985,640,0.20290093112703012
2024-06,-1.316400707779799,48,2.4879543918462295,693,0.35910528446598305
2024-07,-2.0345546008174256,48,2.978144312971025,626,0.42985810519484363
2024-08,-1.110117807704205,48,3.0746185030835926,431,0.4437829551026791
2024-09,-0.5806609640082306,48,2.9295636716775473,497,0.4228460936127951
2024-10,-0.11316417487714496,48,1.5248536279554719,614,0.22009366314371728
2024-11,-0.3129651032522975,48,0.5166654349882513,501,0.0745742319928605
2024-12,-0.28348300145040145,48,0.18966411616585174,471,0.02737565713099174
